param,training_score,testing_score,precision_draw,precision_lose,precision_win,recall_draw,recall_lose,recall_win,f1_draw,f1_lose,f1_win,n_estimators
LaLiga_12Bet_ori_4_nn,0.5179588,0.5120482,0.42,0.51,0.55,0.36,0.26,0.78,0.39,0.34,0.64,N/A
LaLiga_12Bet_ori_3_rf,0.997201646090535,0.7585423661860557,0.68,0.82,0.85,0.8,0.73,0.81,0.74,0.77,0.83,N/A
LaLiga_12Bet_ori_3_svm,0.5237860082304526,0.513332016590954,0.43,0.65,0.53,0.39,0.19,0.81,0.41,0.29,0.64,N/A
LaLiga_12Bet_ori_3_knn,0.9974979423868313,0.7831325301204819,0.74,0.77,0.82,0.76,0.77,0.81,0.75,0.77,0.81,5
LaLiga_12Bet_ori_3_nn,0.5107819,0.5042465,0.4,0.52,0.55,0.37,0.22,0.78,0.38,0.31,0.64,N/A
LaLiga_12Bet_alt_4_rf,0.9986595623471063,0.7932039810998291,0.73,0.84,0.87,0.83,0.78,0.83,0.78,0.81,0.85,N/A
LaLiga_12Bet_alt_4_svm,0.5267249757045676,0.5082939579772796,0.43,0.67,0.52,0.37,0.18,0.82,0.4,0.28,0.64,N/A
LaLiga_12Bet_alt_4_knn,0.9988606279950404,0.8024530009047954,0.77,0.79,0.83,0.76,0.8,0.83,0.77,0.8,0.83,5
LaLiga_12Bet_alt_4_nn,0.51569986,0.50336784,0.4,0.49,0.55,0.34,0.26,0.78,0.36,0.34,0.64,N/A
LaLiga_12Bet_alt_3_rf,0.9969169933983446,0.7645521262692269,0.7,0.83,0.85,0.81,0.75,0.81,0.75,0.79,0.83,N/A
LaLiga_12Bet_alt_3_svm,0.5249824067558058,0.506182768673972,0.43,0.68,0.52,0.37,0.18,0.82,0.4,0.28,0.63,N/A
LaLiga_12Bet_alt_3_knn,0.9973191246942127,0.7818437719915552,0.75,0.77,0.81,0.74,0.77,0.81,0.75,0.77,0.81,5
LaLiga_12Bet_alt_3_nn,0.50668544,0.49170604,0.43,0.49,0.5,0.22,0.24,0.85,0.29,0.32,0.63,N/A
Bundesliga_Bet365_ori_4_rf,0.9979674796747967,0.48902439024390243,0.4,0.56,0.63,0.5,0.48,0.61,0.45,0.52,0.62,N/A
Bundesliga_Bet365_ori_4_svm,0.540650406504065,0.524390243902439,1.0,0.54,0.51,0.0,0.55,0.82,0.01,0.55,0.63,N/A
Bundesliga_Bet365_ori_4_knn,0.998780487804878,0.524390243902439,0.42,0.53,0.58,0.4,0.51,0.61,0.41,0.52,0.6,5
Bundesliga_Bet365_ori_4_nn,0.52845526,0.5207317,0.0,0.5,0.53,0.0,0.6,0.77,0.0,0.55,0.63,N/A
Bundesliga_Bet365_ori_3_rf,0.9963414634146341,0.49634146341463414,0.41,0.6,0.62,0.48,0.53,0.6,0.44,0.56,0.61,N/A
Bundesliga_Bet365_ori_3_svm,0.5426829268292683,0.5231707317073171,1.0,0.55,0.51,0.0,0.54,0.83,0.01,0.54,0.63,N/A
Bundesliga_Bet365_ori_3_knn,0.9979674796747967,0.5207317073170732,0.41,0.54,0.57,0.38,0.52,0.6,0.4,0.53,0.59,5
Bundesliga_Bet365_ori_3_nn,0.44674796,0.4207317,0.0,0.0,0.42,0.0,0.0,1.0,0.0,0.0,0.59,N/A
Bundesliga_Bet365_alt_4_rf,0.9987562189054726,0.47388059701492535,0.39,0.62,0.62,0.51,0.48,0.6,0.44,0.54,0.61,N/A
Bundesliga_Bet365_alt_4_svm,0.538971807628524,0.5124378109452736,1.0,0.5,0.52,0.0,0.51,0.83,0.01,0.51,0.64,N/A
Bundesliga_Bet365_alt_4_knn,0.9991708126036484,0.5472636815920398,0.43,0.54,0.61,0.39,0.54,0.65,0.41,0.54,0.63,5
Bundesliga_Bet365_alt_4_nn,0.5261194,0.51865673,0.0,0.49,0.54,0.0,0.56,0.81,0.0,0.52,0.65,N/A
Bundesliga_Bet365_alt_3_rf,0.9987562189054726,0.4962686567164179,0.43,0.59,0.63,0.54,0.49,0.61,0.48,0.53,0.62,N/A
Bundesliga_Bet365_alt_3_svm,0.5364842454394693,0.5211442786069652,1.0,0.53,0.52,0.0,0.51,0.85,0.01,0.52,0.64,N/A
Bundesliga_Bet365_alt_3_knn,0.9987562189054726,0.5323383084577115,0.43,0.53,0.6,0.43,0.52,0.61,0.43,0.52,0.6,5
Bundesliga_Bet365_alt_3_nn,0.5269486,0.51119405,0.0,0.47,0.54,0.0,0.55,0.8,0.0,0.51,0.64,N/A
Bundesliga_WilliamHill_ori_4_rf,0.9990732875125492,0.7614083854528608,0.68,0.81,0.81,0.69,0.76,0.84,0.69,0.78,0.82,N/A
Bundesliga_WilliamHill_ori_4_svm,0.5727083172445748,0.5575631225388001,0.82,0.6,0.54,0.05,0.49,0.88,0.09,0.54,0.67,N/A
Bundesliga_WilliamHill_ori_4_knn,0.999304965634412,0.738475793375029,0.66,0.75,0.77,0.62,0.75,0.8,0.64,0.75,0.78,5
Bundesliga_WilliamHill_ori_4_nn,0.5559503,0.5438962,0.0,0.55,0.54,0.0,0.54,0.85,0.0,0.54,0.66,N/A
Bundesliga_WilliamHill_ori_3_rf,0.9986099312688238,0.719017836460505,0.63,0.78,0.78,0.65,0.73,0.8,0.64,0.75,0.79,N/A
Bundesliga_WilliamHill_ori_3_svm,0.5696965016603599,0.5545517720639332,0.73,0.6,0.54,0.05,0.48,0.88,0.09,0.54,0.67,N/A
Bundesliga_WilliamHill_ori_3_knn,0.9988416093906866,0.7132267778549919,0.64,0.72,0.75,0.59,0.73,0.77,0.61,0.72,0.76,5
Bundesliga_WilliamHill_ori_3_nn,0.55301565,0.53926337,0.0,0.55,0.54,0.0,0.53,0.85,0.0,0.54,0.66,N/A
Bundesliga_WilliamHill_alt_4_rf,0.9993756341215952,0.7523408239700374,0.65,0.79,0.82,0.7,0.75,0.81,0.67,0.77,0.81,N/A
Bundesliga_WilliamHill_alt_4_svm,0.5665339889175056,0.5627340823970037,0.87,0.58,0.55,0.04,0.51,0.85,0.08,0.54,0.67,N/A
Bundesliga_WilliamHill_alt_4_knn,0.9995317255911964,0.7268258426966292,0.64,0.72,0.77,0.63,0.72,0.78,0.64,0.72,0.77,5
Bundesliga_WilliamHill_alt_4_nn,0.5462421,0.5449438,0.0,0.5,0.57,0.0,0.59,0.79,0.0,0.54,0.66,N/A
Bundesliga_WilliamHill_alt_3_rf,0.9991414969171935,0.7181647940074907,0.6,0.77,0.79,0.66,0.73,0.78,0.63,0.74,0.79,N/A
Bundesliga_WilliamHill_alt_3_svm,0.5645047998126902,0.5601591760299626,1.0,0.58,0.55,0.02,0.52,0.86,0.04,0.55,0.67,N/A
Bundesliga_WilliamHill_alt_3_knn,0.9992195426519941,0.7057584269662921,0.61,0.71,0.75,0.59,0.71,0.76,0.6,0.71,0.75,5
Bundesliga_WilliamHill_alt_3_nn,0.5448373,0.5433052,0.95,0.5,0.56,0.02,0.57,0.79,0.04,0.54,0.66,N/A
Bundesliga_Bwin_ori_4_rf,0.9993552546744036,0.4498069498069498,0.33,0.57,0.58,0.41,0.45,0.61,0.37,0.5,0.6,N/A
Bundesliga_Bwin_ori_4_svm,0.571244358478401,0.5347490347490348,0.43,0.61,0.51,0.02,0.5,0.87,0.04,0.55,0.64,N/A
Bundesliga_Bwin_ori_4_knn,0.9993552546744036,0.4613899613899614,0.33,0.45,0.54,0.3,0.47,0.55,0.32,0.46,0.54,5
Bundesliga_Bwin_ori_4_nn,0.54545456,0.52895755,0.0,0.55,0.52,0.0,0.56,0.81,0.0,0.56,0.63,N/A
Bundesliga_Bwin_ori_3_rf,0.9987105093488072,0.4305019305019305,0.31,0.58,0.57,0.4,0.42,0.6,0.35,0.49,0.58,N/A
Bundesliga_Bwin_ori_3_svm,0.5673758865248227,0.5328185328185329,0.33,0.61,0.51,0.02,0.5,0.86,0.03,0.55,0.64,N/A
Bundesliga_Bwin_ori_3_knn,0.9993552546744036,0.4671814671814672,0.32,0.46,0.55,0.28,0.47,0.57,0.3,0.46,0.56,5
Bundesliga_Bwin_ori_3_nn,0.5564152,0.53861004,0.0,0.6,0.51,0.0,0.52,0.87,0.0,0.56,0.65,N/A
Bundesliga_Bwin_alt_4_rf,1.0,0.4537987679671458,0.31,0.54,0.68,0.41,0.51,0.58,0.35,0.52,0.63,N/A
Bundesliga_Bwin_alt_4_svm,0.5524331734064428,0.5503080082135524,1.0,0.58,0.54,0.01,0.51,0.86,0.02,0.54,0.66,N/A
Bundesliga_Bwin_alt_4_knn,1.0,0.4887063655030801,0.29,0.46,0.61,0.26,0.51,0.59,0.28,0.48,0.6,5
Bundesliga_Bwin_alt_4_nn,0.55106235,0.5564682,0.0,0.56,0.56,0.0,0.55,0.85,0.0,0.55,0.67,N/A
Bundesliga_Bwin_alt_3_rf,1.0,0.459958932238193,0.28,0.54,0.64,0.34,0.49,0.61,0.31,0.51,0.63,N/A
Bundesliga_Bwin_alt_3_svm,0.5538039753255655,0.5564681724845996,1.0,0.6,0.54,0.01,0.51,0.88,0.02,0.55,0.67,N/A
Bundesliga_Bwin_alt_3_knn,1.0,0.4887063655030801,0.3,0.44,0.62,0.27,0.51,0.58,0.29,0.47,0.6,5
Bundesliga_Bwin_alt_3_nn,0.54900616,0.5667351,0.0,0.59,0.56,0.0,0.54,0.88,0.0,0.56,0.68,N/A
Bundesliga_12Bet_ori_4_rf,0.9992127921279212,0.8229043683589138,0.74,0.87,0.88,0.82,0.82,0.86,0.78,0.85,0.87,N/A
Bundesliga_12Bet_ori_4_svm,0.548929889298893,0.5509149940968123,0.88,0.55,0.54,0.06,0.54,0.83,0.11,0.55,0.66,N/A
Bundesliga_12Bet_ori_4_knn,0.9992619926199262,0.832939787485242,0.78,0.84,0.86,0.8,0.83,0.86,0.79,0.83,0.86,5
Bundesliga_12Bet_ori_4_nn,0.52423126,0.5270071,0.0,0.51,0.54,0.0,0.54,0.81,0.0,0.52,0.65,N/A
Bundesliga_12Bet_ori_3_rf,0.9983271832718327,0.8068181818181818,0.71,0.87,0.87,0.81,0.8,0.86,0.76,0.84,0.86,N/A
Bundesliga_12Bet_ori_3_svm,0.5439114391143911,0.5472255017709563,0.86,0.55,0.54,0.05,0.52,0.84,0.09,0.54,0.66,N/A
Bundesliga_12Bet_ori_3_knn,0.9984747847478475,0.8170011806375442,0.76,0.83,0.84,0.78,0.8,0.85,0.77,0.81,0.85,5
Bundesliga_12Bet_ori_3_nn,0.5329889,0.5364522,0.69,0.51,0.55,0.03,0.55,0.81,0.06,0.53,0.65,N/A
Bundesliga_12Bet_alt_4_rf,0.9992570947451835,0.8281087505571237,0.75,0.87,0.89,0.82,0.83,0.87,0.78,0.85,0.88,N/A
Bundesliga_12Bet_alt_4_svm,0.5423703630330345,0.5436042192839102,0.86,0.51,0.56,0.05,0.58,0.8,0.1,0.54,0.65,N/A
Bundesliga_12Bet_alt_4_knn,0.9992570947451835,0.8361313326400238,0.8,0.83,0.86,0.77,0.85,0.87,0.78,0.84,0.86,5
Bundesliga_12Bet_alt_4_nn,0.5272646,0.5250334,0.7,0.48,0.55,0.04,0.59,0.75,0.08,0.53,0.63,N/A
Bundesliga_12Bet_alt_3_rf,0.9981179733544648,0.8070123310057941,0.73,0.86,0.87,0.8,0.81,0.86,0.77,0.84,0.86,N/A
Bundesliga_12Bet_alt_3_svm,0.5343469862810163,0.5351359381964047,0.78,0.5,0.55,0.05,0.56,0.79,0.09,0.53,0.65,N/A
Bundesliga_12Bet_alt_3_knn,0.9982170273884404,0.8114693210518497,0.77,0.8,0.84,0.75,0.82,0.84,0.76,0.81,0.84,5
Bundesliga_12Bet_alt_3_nn,0.44544598,0.4470361,0.75,0.0,0.44,0.04,0.0,0.99,0.08,0.0,0.61,N/A
Ligue1_Bet365_ori_4_rf,0.9992999649982499,0.42917103882476393,0.42,0.52,0.56,0.54,0.35,0.58,0.48,0.42,0.57,N/A
Ligue1_Bet365_ori_4_svm,0.49317465873293664,0.4564533053515215,0.33,0.66,0.44,0.06,0.19,0.94,0.11,0.29,0.6,N/A
Ligue1_Bet365_ori_4_knn,0.9992999649982499,0.5047219307450157,0.45,0.46,0.56,0.38,0.45,0.63,0.41,0.46,0.6,5
Ligue1_Bet365_ori_4_nn,0.47042352,0.4627492,0.0,0.49,0.45,0.0,0.4,0.84,0.0,0.44,0.59,N/A
Ligue1_Bet365_ori_3_rf,0.9982499124956248,0.42077649527806926,0.39,0.5,0.53,0.48,0.36,0.56,0.43,0.42,0.54,N/A
Ligue1_Bet365_ori_3_svm,0.49317465873293664,0.45435466946484787,0.33,0.63,0.44,0.08,0.2,0.92,0.13,0.3,0.6,N/A
Ligue1_Bet365_ori_3_knn,0.9989499474973749,0.4858342077649528,0.43,0.44,0.55,0.38,0.43,0.61,0.4,0.43,0.58,5
Ligue1_Bet365_ori_3_nn,0.4679734,0.46379852,0.0,0.5,0.45,0.0,0.4,0.85,0.0,0.44,0.59,N/A
Ligue1_Bet365_alt_4_rf,0.9996417054819061,0.46186895810955964,0.4,0.57,0.63,0.6,0.41,0.56,0.48,0.48,0.59,N/A
Ligue1_Bet365_alt_4_svm,0.4657828735220351,0.47046186895810954,0.5,0.69,0.45,0.04,0.15,0.97,0.07,0.25,0.62,N/A
Ligue1_Bet365_alt_4_knn,1.0,0.5177228786251342,0.44,0.47,0.6,0.42,0.48,0.61,0.43,0.47,0.61,5
Ligue1_Bet365_alt_4_nn,0.45933357,0.48442534,0.0,0.47,0.49,0.0,0.4,0.86,0.0,0.43,0.62,N/A
Ligue1_Bet365_alt_3_rf,0.9978502328914367,0.4607948442534909,0.41,0.57,0.64,0.63,0.41,0.55,0.5,0.48,0.59,N/A
Ligue1_Bet365_alt_3_svm,0.46399140093156577,0.4640171858216971,0.47,0.67,0.45,0.03,0.15,0.96,0.05,0.25,0.61,N/A
Ligue1_Bet365_alt_3_knn,0.9992834109638122,0.514500537056928,0.42,0.48,0.6,0.41,0.47,0.61,0.41,0.47,0.61,5
Ligue1_Bet365_alt_3_nn,0.45467573,0.49301827,1.0,0.47,0.5,0.0,0.42,0.86,0.01,0.44,0.63,N/A
Ligue1_WilliamHill_ori_4_rf,0.9967723194112711,0.6893880712625872,0.6,0.73,0.77,0.67,0.67,0.75,0.63,0.7,0.76,N/A
Ligue1_WilliamHill_ori_4_svm,0.509263443289652,0.5038729666924865,0.64,0.57,0.49,0.01,0.31,0.93,0.01,0.4,0.64,N/A
Ligue1_WilliamHill_ori_4_knn,0.9976760699761151,0.7054608830364059,0.64,0.69,0.76,0.64,0.69,0.76,0.64,0.69,0.76,5
Ligue1_WilliamHill_ori_4_nn,0.50158155,0.4988381,0.0,0.5,0.5,0.0,0.45,0.83,0.0,0.47,0.63,N/A
Ligue1_WilliamHill_ori_3_rf,0.994319282163837,0.673702556158017,0.58,0.71,0.76,0.66,0.65,0.74,0.62,0.68,0.75,N/A
Ligue1_WilliamHill_ori_3_svm,0.510489961913369,0.5063903950426026,0.57,0.57,0.49,0.01,0.31,0.94,0.01,0.4,0.65,N/A
Ligue1_WilliamHill_ori_3_knn,0.9958685688464269,0.6855151045701007,0.61,0.68,0.74,0.61,0.67,0.74,0.61,0.67,0.74,5
Ligue1_WilliamHill_ori_3_nn,0.49564263,0.4932223,0.0,0.5,0.49,0.0,0.39,0.86,0.0,0.44,0.62,N/A
Ligue1_WilliamHill_alt_4_rf,0.9976810441926721,0.6860095389507154,0.6,0.71,0.77,0.68,0.66,0.74,0.64,0.69,0.76,N/A
Ligue1_WilliamHill_alt_4_svm,0.4894321871066057,0.4984101748807631,0.6,0.64,0.48,0.0,0.26,0.94,0.0,0.37,0.64,N/A
Ligue1_WilliamHill_alt_4_knn,0.9981448353541377,0.6911764705882353,0.62,0.68,0.75,0.63,0.67,0.74,0.63,0.67,0.74,5
Ligue1_WilliamHill_alt_4_nn,0.47598225,0.47635135,0.25,0.47,0.51,0.08,0.45,0.73,0.12,0.46,0.6,N/A
Ligue1_WilliamHill_alt_3_rf,0.9953620883853442,0.6655405405405406,0.59,0.71,0.76,0.68,0.64,0.73,0.63,0.67,0.74,N/A
Ligue1_WilliamHill_alt_3_svm,0.48830583714304643,0.4972178060413355,0.0,0.66,0.48,0.0,0.25,0.95,0.0,0.37,0.64,N/A
Ligue1_WilliamHill_alt_3_knn,0.9962896707082753,0.6657392686804452,0.58,0.65,0.72,0.59,0.64,0.73,0.59,0.65,0.72,5
Ligue1_WilliamHill_alt_3_nn,0.49069104,0.4966216,0.0,0.48,0.5,0.0,0.46,0.82,0.0,0.47,0.62,N/A
Ligue1_Bwin_ori_4_rf,0.9995095635115253,0.37058823529411766,0.34,0.44,0.54,0.49,0.3,0.51,0.4,0.36,0.53,N/A
Ligue1_Bwin_ori_4_svm,0.48258950465914663,0.45441176470588235,0.15,0.55,0.45,0.01,0.22,0.9,0.02,0.31,0.6,N/A
Ligue1_Bwin_ori_4_knn,0.9995095635115253,0.4411764705882353,0.36,0.4,0.52,0.35,0.41,0.52,0.35,0.4,0.52,5
Ligue1_Bwin_ori_4_nn,0.49092692,0.46764705,0.0,0.5,0.46,0.0,0.32,0.87,0.0,0.39,0.6,N/A
Ligue1_Bwin_ori_3_rf,0.9985286905345758,0.38529411764705884,0.33,0.46,0.53,0.44,0.34,0.52,0.38,0.39,0.52,N/A
Ligue1_Bwin_ori_3_svm,0.48847474252084355,0.45294117647058824,0.07,0.55,0.45,0.01,0.22,0.89,0.01,0.32,0.6,N/A
Ligue1_Bwin_ori_3_knn,0.9990191270230505,0.4279411764705882,0.34,0.38,0.52,0.32,0.4,0.52,0.33,0.39,0.52,5
Ligue1_Bwin_ori_3_nn,0.49288866,0.4617647,0.0,0.47,0.46,0.0,0.29,0.87,0.0,0.36,0.6,N/A
Ligue1_Bwin_alt_4_rf,1.0,0.39089481946624804,0.35,0.48,0.59,0.52,0.29,0.57,0.42,0.36,0.58,N/A
Ligue1_Bwin_alt_4_svm,0.48090005232862376,0.46781789638932497,0.3,0.56,0.46,0.02,0.15,0.94,0.03,0.24,0.62,N/A
Ligue1_Bwin_alt_4_knn,1.0,0.46781789638932497,0.35,0.4,0.57,0.32,0.4,0.6,0.34,0.4,0.58,5
Ligue1_Bwin_alt_4_nn,0.48403978,0.47252747,0.0,0.48,0.47,0.0,0.27,0.89,0.0,0.35,0.62,N/A
Ligue1_Bwin_alt_3_rf,1.0,0.3814756671899529,0.32,0.44,0.6,0.5,0.25,0.57,0.39,0.32,0.59,N/A
Ligue1_Bwin_alt_3_svm,0.48142333856619574,0.46938775510204084,0.3,0.56,0.46,0.02,0.16,0.94,0.03,0.25,0.62,N/A
Ligue1_Bwin_alt_3_knn,1.0,0.4474097331240188,0.32,0.4,0.55,0.29,0.41,0.57,0.31,0.4,0.56,5
Ligue1_Bwin_alt_3_nn,0.48822606,0.47409734,0.0,0.46,0.48,0.0,0.29,0.88,0.0,0.35,0.62,N/A
Ligue1_12Bet_ori_4_rf,0.9989936556552177,0.7717548234676467,0.69,0.84,0.85,0.81,0.74,0.83,0.74,0.78,0.84,N/A
Ligue1_12Bet_ori_4_svm,0.5168234521986437,0.5041344008400053,0.8,0.64,0.49,0.0,0.25,0.95,0.01,0.36,0.64,N/A
Ligue1_12Bet_ori_4_knn,0.9990374097571647,0.7873736710854443,0.74,0.77,0.82,0.74,0.77,0.83,0.74,0.77,0.82,5
Ligue1_12Bet_ori_4_nn,0.5239116,0.517522,0.68,0.55,0.51,0.02,0.4,0.88,0.05,0.46,0.64,N/A
Ligue1_12Bet_ori_3_rf,0.996193393130606,0.7474734217088856,0.65,0.83,0.85,0.8,0.71,0.81,0.72,0.76,0.83,N/A
Ligue1_12Bet_ori_3_svm,0.5164734193830671,0.5042656516603229,0.69,0.66,0.49,0.0,0.24,0.96,0.01,0.35,0.64,N/A
Ligue1_12Bet_ori_3_knn,0.9969809669656531,0.7759548497178107,0.73,0.75,0.82,0.72,0.75,0.82,0.73,0.75,0.82,5
Ligue1_12Bet_ori_3_nn,0.5242179,0.51384693,0.55,0.54,0.51,0.02,0.38,0.89,0.03,0.44,0.65,N/A
Ligue1_12Bet_alt_4_rf,0.9991182824141428,0.7737071815897368,0.67,0.83,0.87,0.79,0.75,0.84,0.73,0.79,0.85,N/A
Ligue1_12Bet_alt_4_svm,0.5130273773310409,0.5099854516598333,0.34,0.7,0.49,0.01,0.22,0.96,0.02,0.34,0.65,N/A
Ligue1_12Bet_alt_4_knn,0.9992064541727285,0.7912974474275889,0.73,0.78,0.84,0.73,0.77,0.84,0.73,0.77,0.84,5
Ligue1_12Bet_alt_4_nn,0.51373273,0.51739186,0.0,0.53,0.51,0.0,0.42,0.86,0.0,0.47,0.65,N/A
Ligue1_12Bet_alt_3_rf,0.9972666754838425,0.7518846713397699,0.65,0.82,0.85,0.77,0.72,0.83,0.7,0.77,0.84,N/A
Ligue1_12Bet_alt_3_svm,0.5132478067275051,0.509456421108319,0.31,0.71,0.49,0.01,0.22,0.96,0.02,0.34,0.65,N/A
Ligue1_12Bet_alt_3_knn,0.9976193625181854,0.7754265308821584,0.72,0.76,0.82,0.71,0.75,0.83,0.72,0.75,0.82,5
Ligue1_12Bet_alt_3_nn,0.52100694,0.5229467,0.56,0.56,0.51,0.01,0.37,0.9,0.02,0.45,0.65,N/A
MLS_Bet365_ori_4_rf,0.9994447529150472,0.5374376039933444,0.33,0.6,0.67,0.44,0.44,0.69,0.38,0.51,0.68,N/A
MLS_Bet365_ori_4_svm,0.5541365907828983,0.5507487520798668,0.67,0.51,0.56,0.02,0.26,0.92,0.03,0.34,0.69,N/A
MLS_Bet365_ori_4_knn,0.9994447529150472,0.5457570715474209,0.35,0.5,0.65,0.36,0.5,0.64,0.36,0.5,0.65,5
MLS_Bet365_ori_4_nn,0.52304274,0.5091514,0.0,0.0,0.51,0.0,0.0,0.99,0.0,0.0,0.68,N/A
MLS_Bet365_ori_3_rf,0.9994447529150472,0.5391014975041597,0.36,0.6,0.67,0.47,0.47,0.67,0.41,0.53,0.67,N/A
MLS_Bet365_ori_3_svm,0.5558023320377568,0.5457570715474209,0.43,0.49,0.56,0.03,0.25,0.91,0.05,0.34,0.69,N/A
MLS_Bet365_ori_3_knn,0.9994447529150472,0.5357737104825291,0.33,0.46,0.65,0.32,0.48,0.65,0.33,0.47,0.65,5
MLS_Bet365_ori_3_nn,0.52304274,0.5141431,0.67,0.0,0.51,0.02,0.0,1.0,0.03,0.0,0.68,N/A
MLS_Bet365_alt_4_rf,0.9988706945228685,0.5245346869712352,0.38,0.53,0.68,0.46,0.43,0.68,0.41,0.47,0.68,N/A
MLS_Bet365_alt_4_svm,0.5550536420101637,0.5499153976311336,0.0,0.43,0.57,0.0,0.23,0.93,0.0,0.3,0.71,N/A
MLS_Bet365_alt_4_knn,0.9988706945228685,0.5532994923857868,0.4,0.45,0.66,0.37,0.46,0.67,0.38,0.46,0.67,5
MLS_Bet365_alt_4_nn,0.5437606,0.53807104,0.0,0.41,0.55,0.0,0.1,0.97,0.0,0.16,0.7,N/A
MLS_Bet365_alt_3_rf,0.9977413890457368,0.505922165820643,0.33,0.46,0.67,0.4,0.36,0.68,0.36,0.4,0.67,N/A
MLS_Bet365_alt_3_svm,0.5556182947487295,0.5499153976311336,0.0,0.43,0.57,0.0,0.21,0.94,0.0,0.29,0.71,N/A
MLS_Bet365_alt_3_knn,0.9977413890457368,0.5346869712351946,0.38,0.42,0.65,0.36,0.43,0.65,0.37,0.43,0.65,5
MLS_Bet365_alt_3_nn,0.5217391,0.5296108,0.0,0.0,0.53,0.0,0.0,1.0,0.0,0.0,0.69,N/A
MLS_WilliamHill_ori_4_rf,0.996606830122592,0.6369008535784636,0.49,0.59,0.73,0.53,0.5,0.76,0.51,0.54,0.75,N/A
MLS_WilliamHill_ori_4_svm,0.5816549912434326,0.5738673670387393,0.64,0.55,0.57,0.05,0.17,0.96,0.1,0.26,0.72,N/A
MLS_WilliamHill_ori_4_knn,0.9970446584938704,0.6378857518056468,0.51,0.55,0.73,0.5,0.53,0.74,0.51,0.54,0.73,5
MLS_WilliamHill_ori_4_nn,0.5696147,0.5607354,0.0,0.45,0.58,0.0,0.21,0.94,0.0,0.28,0.71,N/A
MLS_WilliamHill_ori_3_rf,0.9948555166374781,0.6362442547603414,0.5,0.59,0.73,0.56,0.49,0.75,0.53,0.53,0.74,N/A
MLS_WilliamHill_ori_3_svm,0.5817644483362522,0.5735390676296782,0.67,0.55,0.57,0.05,0.17,0.96,0.1,0.26,0.72,N/A
MLS_WilliamHill_ori_3_knn,0.9958406304728546,0.6447800393959291,0.53,0.55,0.73,0.52,0.53,0.75,0.53,0.54,0.74,5
MLS_WilliamHill_ori_3_nn,0.54378283,0.54070914,0.0,0.0,0.54,0.0,0.0,1.0,0.0,0.0,0.7,N/A
MLS_WilliamHill_alt_4_rf,0.996091055415038,0.6248275862068966,0.49,0.61,0.71,0.53,0.52,0.74,0.51,0.56,0.73,N/A
MLS_WilliamHill_alt_4_svm,0.5750747298229478,0.5606896551724138,0.68,0.55,0.56,0.05,0.16,0.97,0.09,0.25,0.71,N/A
MLS_WilliamHill_alt_4_knn,0.9967808691653254,0.6268965517241379,0.51,0.56,0.7,0.51,0.55,0.71,0.51,0.56,0.71,5
MLS_WilliamHill_alt_4_nn,0.5659922,0.55448276,0.0,0.56,0.55,0.0,0.16,0.98,0.0,0.25,0.71,N/A
MLS_WilliamHill_alt_3_rf,0.9945964589560818,0.6110344827586207,0.48,0.6,0.71,0.54,0.5,0.73,0.51,0.55,0.72,N/A
MLS_WilliamHill_alt_3_svm,0.5753046677397102,0.5593103448275862,0.67,0.55,0.56,0.05,0.16,0.97,0.09,0.25,0.71,N/A
MLS_WilliamHill_alt_3_knn,0.9958611174982754,0.6113793103448276,0.49,0.54,0.69,0.5,0.52,0.7,0.49,0.53,0.7,5
MLS_WilliamHill_alt_3_nn,0.5432283,0.53034484,0.0,0.37,0.54,0.0,0.08,0.97,0.0,0.13,0.69,N/A
MLS_Bwin_ori_4_rf,1.0,0.39915966386554624,0.24,0.41,0.57,0.34,0.26,0.6,0.28,0.32,0.59,N/A
MLS_Bwin_ori_4_svm,0.5666199158485273,0.5210084033613446,0.0,0.66,0.51,0.0,0.25,0.94,0.0,0.36,0.66,N/A
MLS_Bwin_ori_4_knn,1.0,0.48739495798319327,0.24,0.46,0.59,0.22,0.39,0.67,0.23,0.43,0.63,5
MLS_Bwin_ori_4_nn,0.5357644,0.47478992,0.0,0.44,0.48,0.0,0.11,0.94,0.0,0.17,0.63,N/A
MLS_Bwin_ori_3_rf,1.0,0.3907563025210084,0.19,0.45,0.57,0.3,0.29,0.57,0.24,0.35,0.57,N/A
MLS_Bwin_ori_3_svm,0.573632538569425,0.5168067226890757,0.0,0.64,0.5,0.0,0.24,0.94,0.0,0.35,0.66,N/A
MLS_Bwin_ori_3_knn,1.0,0.4957983193277311,0.24,0.47,0.63,0.26,0.42,0.65,0.25,0.44,0.64,5
MLS_Bwin_ori_3_nn,0.5231417,0.47058824,0.0,0.4,0.47,0.0,0.03,0.98,0.0,0.05,0.64,N/A
MLS_Bwin_alt_4_rf,1.0,0.4051724137931034,0.32,0.39,0.63,0.48,0.27,0.57,0.38,0.32,0.6,N/A
MLS_Bwin_alt_4_svm,0.5605187319884726,0.5474137931034483,0.0,0.48,0.56,0.0,0.27,0.95,0.0,0.35,0.7,N/A
MLS_Bwin_alt_4_knn,1.0,0.5,0.41,0.33,0.63,0.34,0.39,0.63,0.37,0.36,0.63,5
MLS_Bwin_alt_4_nn,0.5288184,0.5301724,0.0,0.54,0.53,0.0,0.24,0.93,0.0,0.33,0.67,N/A
MLS_Bwin_alt_3_rf,1.0,0.40086206896551724,0.29,0.41,0.64,0.41,0.31,0.6,0.34,0.35,0.62,N/A
